0.001221677349  1.21984279219e-05
0.00150830684691  1.21995595661e-05
0.00239807466128  1.22516151929e-05
0.00343138230651  1.2303322267e-05
0.00563082567726  1.25071779504e-05
0.00953685180993  1.28180932879e-05
0.0161524344133  1.36248772224e-05
0.0285349801235  1.52046555126e-05
0.0453680979666  1.72441853475e-05
0.083598174945  2.12965282967e-05
0.188191300008  2.95848623062e-05
0.369407510414  4.04354101421e-05
0.60618989935  5.26372446849e-05
1.01593281532  6.93601721086e-05
1.40844995016  8.25803716521e-05

